afr-deu	Afrikaans	German	1583	7816	7355				1268185	20333353	17934274	
afr-eng	Afrikaans	English	1374	8813	8101	1000	6314	5834	1933346	24124191	22734554	
afr-epo	Afrikaans	Esperanto	1116	7134	6129				188567	1527942	1375171	
afr-nld	Afrikaans	Dutch	1056	5695	5572				1318141	20331270	19592803	
ara-ber	Arabic	Berber languages	2317	10321	11123	1000	4503	4879	4	20	9	
ara-deu	Arabic	German	1209	5388	6880	1000	4493	5720	13239172	90602185	103167418	
ara-eng	Arabic	English	10000	50193	62449	19362	98214	121929	59297336	823841188	946695817	
ara-fra	Arabic	French	1569	6780	9641				48294037	763226718	1029890502	
ara-heb	Arabic	Hebrew	1208	5301	5440				21424031	125396707	121528893	
ara-jpn	Arabic	Japanese	1336	5945	1337				2968884	22198448	24612966	
ara-rus	Arabic	Russian	3715	15750	17317	1000	4146	4572	42060441	683925929	698226044	
ara-spa	Arabic	Spanish	1511	6311	8031	1000	4269	5322	55008023	801297769	1039371226	
ara-tur	Arabic	Turkish	1263	6038	5439				26761558	158531275	140434065	
avk-fra	Kotava	French	1244	6557	9181						
aze-eng	Azerbaijani	English	2659	10046	13295	1000	3771	5039	682640	8748775	10021774	
aze-tur	Azerbaijani	Turkish	1126	4159	4106				464305	6261651	5695733	
bel-eng	Belarusian	English	2500	12908	15535	4253	22119	26522	157524	797228	918475	
bel-rus	Belarusian	Russian	2500	15122	15162	2743	16753	16809	72870	501728	511266	
bel-ukr	Belarusian	Ukrainian	2355	12053	12024	1000	4970	4965	66687	462933	487443	
ben-eng	Bengali	English	2500	10942	11321	2637	11441	12006	2681705	23061563	22941125	
ber-eng	Berber languages	English	10000	53939	61461	106384	577626	659482	72	304	375	
ber-epo	Berber languages	Esperanto	1576	7992	9364				5	11	22	
ber-fra	Berber languages	French	10000	40731	55172	34678	139969	190714	2	5	6	
ber-spa	Berber languages	Spanish	10000	52409	56494	14041	73875	78935	5	11	29	
bre-fra	Breton	French	2500	11944	11309	3065	15214	14292	171265	1339961	1353101	
bul-eng	Bulgarian	English	10000	56740	60705	7754	43780	46863	45193558	367577550	412154669	
bul-ita	Bulgarian	Italian	2500	13344	14074	4006	21635	22681	25502697	222781898	242393011	
bul-rus	Bulgarian	Russian	1247	6556	6155	1000	5175	4800	16463962	104155587	103455994	
bul-ukr	Bulgarian	Ukrainian	1020	4047	3775				1235705	14519449	12952929	
cat-eng	Catalan	English	1631	10387	10625				937576	8718588	8294673	
cat-spa	Catalan	Spanish	1534	10548	10282	1000	6987	6823	7953020	157759459	146030254	
cbk-eng	Chavacano	English	1498	8879	8303	1000	5898	5607	5	292	252	
ces-deu	Czech	German	3490	18205	22412	1000	5482	6817	26336391	259318930	284350454	
ces-eng	Czech	English	10000	52129	64235	13217	69036	84790	55931512	484143594	567376837	
ces-epo	Czech	Esperanto	3471	17560	20418	1000	4916	5754	142272	1180364	1289462	
