afr-epo	Afrikaans	Esperanto	1116	7134	6129				188567	1527942	1375171	
ara-epo	Arabic	Esperanto	723	2964	3681				121664	913439	1216358	
aze-eng	Azerbaijani	English	2659	10046	13295	1000	3771	5039	682640	8748775	10021774	
aze-spa	Azerbaijani	Spanish	210	684	923				419735	3857524	4941327	
aze-tur	Azerbaijani	Turkish	1126	4159	4106				464305	6261651	5695733	
bel-eng	Belarusian	English	2500	12908	15535	4253	22119	26522	157524	797228	918475	
bel-spa	Belarusian	Spanish	205	982	1136				205547	992745	1298001	
bre-eng	Breton	English	383	1864	1644				379041	1471175	1313032	
bre-fra	Breton	French	2500	11944	11309	3065	15214	14292	171265	1339961	1353101	
bul-epo	Bulgarian	Esperanto	570	3233	3324				110751	1143566	1147521	
cat-deu	Catalan	German	720	4648	4687				571781	5874152	5308475	
cat-eng	Catalan	English	1631	10387	10625				937576	8718588	8294673	
cat-fra	Catalan	French	686	4404	4804				652551	6581232	6656024	
cat-ita	Catalan	Italian	294	1742	1663				627622	6192098	5886107	
cat-nld	Catalan	Dutch	574	3255	3463				616784	6129336	5739781	
cat-ukr	Catalan	Ukrainian	455	2145	1881				274817	3698232	2874330	
ceb-deu	Cebuano	German	903	5324	6145				963037	18047004	15029459	
ces-epo	Czech	Esperanto	3471	17560	20418	1000	4916	5754	142272	1180364	1289462	
dan-epo	Danish	Esperanto	10000	60636	57566	18749	114257	108296	111479	1115878	1100229	
deu-epo	German	Esperanto	10000	77857	72524	218814	1710617	1598268	152267	1418393	1368922	
deu-eus	German	Basque	456	2742	2290				839185	5221487	4283657	
deu-nds	German	Low German	10000	62151	63868	7614	47839	49261	121592	577163	614349	
deu-run	German	Rundi	1752	8475	5109	1000	4938	2990	381219	5720818	5450363	
deu-tat	German	Tatar	2500	21684	17479	3432	29570	23780	268438	4113532	3429659	
ell-epo	Modern Greek (1453-)	Esperanto	596	3224	3105				142305	1411591	1317402	
eng-epo	English	Esperanto	10000	67977	63206	235834	1600827	1492959	402180	3273753	2902937	
eng-fry	English	Western Frisian	205	1234	1265				126195	581256	592632	
eng-glg	English	Galician	1008	7171	6655				558887	3967073	4041291	
